"","NR","WR","SR","ER","NER"
"Schedule(MU)","94.0","-86.3","29.8","-49.8","6.6"
"Actual(MU)","91.4","-91.4","33.7","-45.7","8.9"
"O/D/U/D(MU)","-2.6","-5.1","3.9","4.1","2.3"
