"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.73","7.73","8.46","59.80","31.74"
"SR GRID","0.00","0.00","0.73","7.73","8.46","59.80","B. Frequency Profile (%)31.74"
