"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5064","0","92.5","43.9","1.1","262"
"","Haryana","5895","0","111.3","50.6","-1.2","232"
"","Rajasthan","10206","0","214.6","77.4","4.7","496"
"","Delhi","3871","25","64.7","40.5","0.5","305"
"","UP","9932","3390","237.9","81.2","-1.0","379"
"","Uttarakhand","1750","40","35.2","24.7","0.5","115"
"","HP","1294","0","23.7","20.0","-0.1","271"
"","J&K","1930","341","42.4","35.9","2.3","205"
"","Chandigarh","214","0","3.9","3.5","0.3","38"
"WR","Chhattisgarh","3021","18","62.9","15.4","-3.2","251"
"","Gujarat","12143","0","253.8","49.5","-0.4","412"
"","MP","8128","0","161.0","92.2","-0.2","440"
"","Maharashtra","17232","59","348.1","90.8","-1.0","680"
"","Goa","348","0","6.8","6.9","-0.7","13"
"","DD","244","0","5.4","5.6","-0.2","5"
"","DNH","628","0","14.8","14.9","0.0","13"
"","Essar steel","366","0","7.5","7.4","0.1","48"
"SR","Andhra Pradesh","5994","0","131.1","16.8","1.4","384"
"","Telangana","5782","300","132.0","75.2","3.6","348"
"","Karnataka","8271","400","168.0","28.1","3.8","395"
"","Kerala","2923","125","53.6","42.8","2.1","204"
"","Tamil Nadu","11381","200","248.1","98.3","-0.7","476"
"","Pondy","270","0","5.5","5.5","0.0","33"
"ER","Bihar","2612","200","54.1","50.9","-1.9","185"
"","DVC","2407","0","54.7","-22.1","0.5","295"
"","Jharkhand","1035","0","22.1","15.1","0.2","132"
"","Odisha","3248","0","59.4","19.3","1.2","425"
"","West Bengal","6169","0","108.8","16.8","0.9","395"
"","Sikkim","92","0","1.2","1.1","0.1","80"
"NER","Arunachal Pradesh","113","1","1.8","1.3","0.4","47"
"","Assam","1220","45","20.9","12.8","3.1","590"
"","Manipur","130","2","2.2","2.2","0.0","26"
"","Meghalaya","325","3","4.8","4.8","-1.2","45"
"","Mizoram","83","2","1.2","0.9","0.3","40"
"","Nagaland","119","4","1.7","1.5","0.0","24"
"","Tripura","207","1","2.6","-0.3","0.9","101"
