"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","125.0","-158.3","96.1","-52.7","-10.2","0.0"
"Actual(MU)","103.8","-149.3","99.6","-39.0","-7.8","7.2"
"O/D/U/D(MU)","-21.2","9.0","3.5","13.7","2.4","7.2"
