"Share of RES in total generation (%)","8.04","6.81","14.50","0.18","0.03","7.93"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","42.24","12.54","29.33","24.88","54.42","26.29"
