"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7431","0","157.8","100.7","1.1","202"
"","Haryana","6269","0","138.7","73.6","-0.2","428"
"","Rajasthan","7411","0","165.8","62.1","-4.1","18"
"","Delhi","5173","3","107.7","79.6","-3.0","203"
"","UP","11692","2175","256.2","118.7","1.9","455"
"","Uttarakhand","1677","80","36.2","17.3","1.0","155"
"","HP","1222","13","25.8","4.4","-1.2","68"
"","J&K","1412","100","30.8","18.7","-1.3","413"
"","Chandigarh","325","0","6.3","5.5","0.8","68"
"WR","Chhattisgarh","3081","56","67.9","17.9","0.7","358"
"","Gujarat","11915","16","265.3","53.9","-3.7","340"
"","MP","7072","0","141.8","77.0","-1.6","87"
"","Maharashtra","16179","62","368.3","108.2","1.9","478"
"","Goa","385","50","8.4","7.2","0.8","35"
"","DD","251","0","5.9","5.9","0.0","10"
"","DNH","586","0","13.8","13.6","0.2","37"
"SR","Andhra Pradesh","11036","1500","242.9","85.4","2.9","384"
"","Karnataka","7681","500","160.8","26.7","1.1","247"
"","Kerala","3093","500","58.5","41.0","2.6","263"
"","Tamil Nadu","11630","615","264.0","59.6","-1.8","276"
"","Pondy","327","0","5.5","7.4","-1.8","41"
"ER","Bihar","1943","400","40.1","41.1","-1.0","214"
"","DVC","2520","0","58.8","-24.6","1.0","140"
"","Jharkhand","1079","0","21.4","12.3","-0.5","90"
"","Odisha","3415","250","73.5","7.7","1.6","310"
"","West Bengal","5884","13","123.5","38.3","-0.5","140"
"","Sikkim","111","0","1.1","1.3","-0.1","40"
"NER","Arunachal Pradesh","89","1","1.3","1.8","-0.5","28"
"","Assam","1021","163","19.2","14.7","-1.0","95"
"","Manipur","104","1","1.8","2.0","-0.2","24"
"","Meghalaya","264","2","5.2","2.3","0.2","36"
"","Mizoram","49","5","1.0","1.2","-0.1","12"
"","Nagaland","85","3","1.4","1.5","-0.2","24"
"","Tripura","186","12","2.7","1.8","-0.6","24"
