"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.8","0.0","85.5","14.5"
"SR GRID","0.0","0.1","5.8","9.9","5.9","92.2","1.9"
