"","NR","WR","SR","ER","NER"
"Schedule(MU)","133.7","-117.3","50.1","-73.5","7.3"
"Actual(MU)","144.2","-129.6","54.2","-78.1","10.9"
"O/D/U/D(MU)","10.5","-12.3","4.1","-4.6","3.6"
