"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0","0","0.3","4.7","0.3","94.5","5.2"
"SR GRID","0","0.0","1.7","18.5","1.7","94.3","4.0"
