"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","127.9","-178.0","103.9","-54.1","0.7","0.4"
"Actual(MU)","108.8","-183.1","111.2","-39.8","1.1","-1.9"
"O/D/U/D(MU)","-19.2","-5.1","7.3","14.3","0.4","-2.3"
