"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","43214","52608","44028","19496","2501","161847"
"Peak Shortage (MW)","1436","0","75","188","81","1780"
"Energy Met (MU)","944","1246","1002","385","44","3621"
"Hydro Gen (MU)","151","24","91","65","14","345"
"Wind Gen (MU)","3","25","58","----------","----------","87"
"Solar Gen (MU)*","21.64","19.1","71.94","0.96","0.05","114"
"Energy Shortage (MU)","5.5","0.0","0.4","0.6","0.7","7.2"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","44463","56424","43992","19564","2534","163378"
"","18:38","11:00","18:51","18:15","18:33","18:34"
