"Share of RES in total generation (%)","4.82","3.16","18.97","0.22","0.07","6.99"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","25.51","6.85","33.93","14.47","32.47","18.99"
