"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4259","0","86.7","58.5","1.7","252"
"","Haryana","5773","0","104.6","74.6","-1.2","266"
"","Rajasthan","8566","0","187.1","54.9","2.2","322"
"","Delhi","3188","3","61.1","50.7","0.1","168"
"","UP","12015","1070","242.1","110.5","-0.8","329"
"","Uttarakhand","1608","0","32.5","22.3","2.2","228"
"","HP","1342","0","24.2","15.5","0.8","110"
"","J&K","2073","518","40.3","30.4","-1.3","80"
"","Chandigarh","176","0","3.2","3.4","0.3","10"
"WR","Chhattisgarh","3493","96","84.2","31.9","-0.6","74"
"","Gujarat","13669","0","302.1","81.4","0.1","273"
"","MP","7955","0","172.1","104.6","-2.0","148"
"","Maharashtra","19866","0","428.8","133.2","1.7","517"
"","Goa","466","0","9.9","8.2","1.1","96"
"","DD","312","0","7.0","6.7","0.3","48"
"","DNH","738","0","16.8","17.1","-0.3","14"
"","Essar steel","619","0","13.0","11.8","1.2","211"
"SR","Andhra Pradesh","7391","0","161.0","25.5","2.6","612"
"","Telangana","6590","0","149.2","82.3","0.8","362"
"","Karnataka","9223","900","209.8","61.9","4.8","400"
"","Kerala","3764","0","76.6","51.8","2.5","208"
"","Tamil Nadu","14456","0","325.8","149.6","-1.0","487"
"","Pondy","333","0","7.2","7.4","-0.3","26"
"ER","Bihar","3200","50","58.8","58.6","-1.6","400"
"","DVC","2717","100","63.6","-32.6","2.8","350"
"","Jharkhand","1035","0","20.7","10.4","0.2","150"
"","Odisha","4249","0","80.5","21.4","1.9","250"
"","West Bengal","7174","29","139.9","40.3","1.8","280"
"","Sikkim","114","0","1.3","1.4","-0.1","20"
"NER","Arunachal Pradesh","99","1","2.0","1.6","0.4","42"
"","Assam","1330","32","20.5","14.7","2.6","219"
"","Manipur","139","1","2.1","2.1","0.0","19"
"","Meghalaya","270","0","4.1","3.0","-0.3","87"
"","Mizoram","79","1","1.2","1.0","0.1","32"
"","Nagaland","113","2","2.0","1.5","0.5","63"
"","Tripura","218","2","4.4","2.8","-0.2","41"
