"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","44218","47077","41468","17711","2401","152875"
"Peak Shortage (MW)","594","0","0","126","42","762"
"Energy Met (MU)","918","1098","924","348","42","3330"
"Hydro Gen (MU)","120","24","60","29","7","241"
"Wind Gen (MU)","22","102","38","----------","----------","162"
"Solar Gen (MU)*","20.34","18.1","54.65","0.74","0.04","94"
"Energy Shortage (MU)","13.8","0.0","0.0","0.4","0.8","15.0"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","44898","53080","45216","17870","2374","156003"
"","18:03","10:02","06:57","18:25","17:54","08:54"
