"","NR","WR","SR","ER","NER"
"Schedule(MU)","99.9","-56.1","17.8","-66.9","3.1"
"Actual(MU)","104.7","-58.5","18.0","-69.8","3.9"
"O/D/U/D(MU)","4.8","-2.4","0.2","-2.8","0.8"
