"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.034","0.00","0.00","6.02","6.02","80.88","13.10"
"SR GRID","0.034","0.00","0.00","6.02","6.02","80.88","13.10"
