"","NR","WR","SR","ER","NER"
"Schedule(MU)","56.5","-61.9","48.0","-54.1","9.3"
"Actual(MU)","58.3","-60.5","47.6","-56.5","11.2"
"O/D/U/D(MU)","1.8","1.4","-0.4","-2.4","1.9"
