"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.5","1.9","4.9","2.4","94.9","2.7"
"SR GRID","0.0","0.6","13.5","26.9","14.1","85.0","0.9"
