"","NR","WR","SR","ER","NER"
"Schedule(MU)","80.1","-63.4","46.1","-69.9","5.6"
"Actual(MU)","84.3","-58.8","45.5","-77.4","3.1"
"O/D/U/D(MU)","4.2","4.6","-0.6","-7.5","-2.5"
