"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8441","0","191.8","121.5","0.2","153"
"","Haryana","7176","387","164.3","76.4","-0.7","128"
"","Rajasthan","7801","297","176.2","56.7","-1.4","196"
"","Delhi","4574","42","97.1","73.7","-0.8","134"
"","UP","10034","3740","221.2","105.8","1.1","544"
"","Uttarakhand","1525","150","31.5","11.3","-0.4","144"
"","HP","1210","0","25.7","0.4","1.5","139"
"","J&K","1430","100","29.6","16.1","-0.2","234"
"","Chandigarh","294","0","5.7","5.8","-0.1","13"
"WR","Chhattisgarh","2913","45","64.4","20.9","1.0","282"
"","Gujarat","11703","141","267.4","75.4","-0.2","299"
"","MP","6585","78","129.5","44.6","-1.3","364"
"","Maharashtra","16596","1034","361.9","100.9","8.2","788"
"","Goa","358","39","7.8","6.1","1.3","100"
"","DD","267","3","6.3","5.8","0.5","31"
"","DNH","648","8","15.4","14.6","0.9","63"
"","Essar steel","357","4","7.9","8.1","-0.2","51"
"SR","Andhra Pradesh","11144","300","255.5","84.4","0.0","279"
"","Karnataka","7116","400","145.8","18.9","-1.3","130"
"","Kerala","3033","0","56.6","25.5","0.2","206"
"","Tamil Nadu","11657","189","240.7","62.0","0.2","305"
"","Pondy","304","20","6.5","6.6","-0.1","30"
"ER","Bihar","2005","400","38.3","41.2","-4.2","160"
"","DVC","2536","0","55.8","-25.9","-1.2","80"
"","Jharkhand","969","0","19.7","13.9","-1.7","80"
"","Odisha","3651","0","69.7","13.4","-3.4","90"
"","West Bengal","6997","17","127.1","36.9","0.1","400"
"","Sikkim","89","0","1.2","1.3","-0.1","15"
"NER","Arunachal Pradesh","92","3","1.2","1.9","-0.7","39"
"","Assam","1126","182","21.9","15.4","0.4","165"
"","Manipur","110","5","1.7","2.2","-0.5","18"
"","Meghalaya","244","1","4.1","1.0","-1.0","112"
"","Mizoram","55","2","1.1","1.2","-0.1","10"
"","Nagaland","97","3","1.7","1.6","-0.2","25"
"","Tripura","183","40","2.8","1.2","-0.1","51"
