"","NR","WR","SR","ER","NER","All India"
"Coal","551","1316","596","483","14","2960"
"Lignite","19","16","54","0","0","89"
"Hydro","262","43","86","71","5","466"
"Nuclear","28","27","36","0","0","91"
"Gas, Naptha & Diesel","36","49","16","0","28","130"
"RES (Wind, Solar, Biomass & Others)","64","96","148","1","0","309"
"Total","960","1548","936","554","47","4045"
