"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11400","0","261.8","141.1","0.4","130","0.0"
"","Haryana","9024","420","196.4","138.2","1.3","271","0.2"
"","Rajasthan","10122","0","190.7","70.9","1.3","376","0.0"
"","Delhi","6110","6","122.0","97.4","0.2","264","0.2"
"","UP","16303","0","328.9","149.3","-0.6","281","0.0"
"","Uttarakhand","1752","0","37.9","9.9","1.1","226","0.0"
"","HP","1259","0","26.1","-0.7","3.3","301","0.1"
"","J&K","1971","493","41.3","14.1","4.1","659","9.7"
"","Chandigarh","351","0","6.8","7.2","-0.3","23","0.0"
"WR","Chhattisgarh","3196","0","77.6","15.0","1.1","174","0.0"
"","Gujarat","12237","0","268.3","43.1","-0.8","315","0.0"
"","MP","6862","2","155.3","79.7","-1.5","299","0.1"
"","Maharashtra","19913","0","436.3","138.9","4.6","469","0.0"
"","Goa","411","0","9.0","8.2","0.2","25","0.0"
"","DD","302","0","6.5","6.1","0.4","61","0.0"
"","DNH","723","0","16.4","16.2","0.2","37","0.0"
"","Essar steel","573","0","11.1","9.1","2.0","275","0.0"
"SR","Andhra Pradesh","6873","0","154","37","5","1014","0.0"
"","Telangana","7340","0","151","83","-1","342","0.0"
"","Karnataka","8398","0","185","96","3","724","0.0"
"","Kerala","3389","0","63","48","2","211","0.0"
"","Tamil Nadu","13734","0","291","102","3","704","0.0"
"","Pondy","358","0","7","8","0","25","0.0"
"ER","Bihar","3834","0","60.3","60.8","-2.1","365","0.3"
"","DVC","2828","0","65.3","-34.8","-0.5","312","0.0"
"","Jharkhand","1107","0","23.3","18.2","-0.8","145","0.0"
"","Odisha","3909","0","80.4","28.3","1.5","389","0.0"
"","West Bengal","7719","0","145.2","38.4","0.7","402","0.0"
"","Sikkim","67","0","1.0","1.4","-0.4","20","0.0"
"NER","Arunachal Pradesh","82","4","1.5","1.4","0.1","25","0.0"
"","Assam","1532","81","23.8","19.2","1.5","144","2.3"
"","Manipur","148","4","1.8","1.4","0.4","36","0.0"
"","Meghalaya","252","0","4.1","-1.6","0.2","48","0.0"
"","Mizoram","66","4","1.2","0.6","0.5","25","0.0"
"","Nagaland","106","2","1.5","1.7","-0.2","20","0.0"
"","Tripura","237","3","4.1","2.3","0.9","90","0.0"
