"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","191.0","-151.9","50.8","-84.5","-2.3","3.1"
"Actual(MU)","189.9","-155.6","55.9","-83.8","-4.2","2.1"
"O/D/U/D(MU)","-1.1","-3.8","5.1","0.7","-1.9","-0.9"
