"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4658","0","95.9","52.6","-0.9","169"
"","Haryana","6313","0","109.3","66.7","-0.4","244"
"","Rajasthan","9829","0","209.0","75.3","4.1","379"
"","Delhi","3214","0","60.6","49.2","1.4","295"
"","UP","10246","1445","220.8","110.1","-0.7","400"
"","Uttarakhand","1805","0","33.5","21.8","2.7","274"
"","HP","1323","40","24.9","17.6","0.9","122"
"","J&K","1883","471","39.7","30.2","0.3","168"
"","Chandigarh","183","0","3.4","3.5","0.3","16"
"WR","Chhattisgarh","3160","96","69.4","22.6","-0.2","207"
"","Gujarat","13604","0","292.9","51.9","-1.1","570"
"","MP","9331","0","208.8","140.1","-2.5","314"
"","Maharashtra","19621","350","433.1","125.9","-3.9","616"
"","Goa","360","0","6.8","5.7","0.6","60"
"","DD","301","0","6.8","6.8","-0.1","31"
"","DNH","700","0","16.4","16.5","-0.1","44"
"","Essar steel","372","0","7.2","7.7","-0.6","0"
"SR","Andhra Pradesh","6615","0","150.2","38.1","3.1","290"
"","Telangana","6336","0","140.8","84.1","0.0","232"
"","Karnataka","7374","1000","159.5","38.7","1.1","369"
"","Kerala","3020","0","60.7","44.9","1.6","266"
"","Tamil Nadu","11797","0","246.8","124.2","-0.6","493"
"","Pondy","297","0","5.8","6.2","-0.4","20"
"ER","Bihar","3359","150","62.5","60.7","1.8","250"
"","DVC","2409","0","57.3","-9.4","-0.1","170"
"","Jharkhand","1080","0","22.4","10.9","-1.1","0"
"","Odisha","3477","0","60.1","19.5","-2.3","220"
"","West Bengal","6910","0","127.0","37.0","-4.3","125"
"","Sikkim","98","0","1.2","1.2","0.0","35"
"NER","Arunachal Pradesh","112","4","2.0","1.6","0.3","39"
"","Assam","1355","9","22.9","15.7","2.3","179"
"","Manipur","147","1","2.4","2.1","0.3","73"
"","Meghalaya","313","2","4.6","4.1","-1.1","70"
"","Mizoram","84","1","1.4","1.3","0.1","25"
"","Nagaland","117","2","1.8","1.5","0.2","76"
"","Tripura","220","3","4.3","0.6","1.1","64"
