"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","602","1165","648","427","11","2853"
"Hydro","256","26","56","66","18","422"
"Nuclear","31","30","45","0","0","106"
"Gas, Naptha & Diesel","38","51","20","0","20","129"
"RES (Wind, Solar, Biomass & Others)","83","72","157","1","0","314"
"Total","1010","1343","928","494","49","3825"
