"","NR","WR","SR","ER","NER","All India"
"Coal","416","926","264","331","11","1948"
"Lignite","19","15","44","0","0","78"
"Hydro","140","52","160","80","16","448"
"Nuclear","28","36","60","0","0","123"
"Gas, Naptha & Diesel","22","34","16","0","25","97"
"RES (Wind, Solar, Biomass & Others)","31","72","124","2","0","229"
"Total","656","1134","667","412","52","2922"
