"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","235.7","-240.3","74.0","-63.6","-5.4","0.4"
"Actual(MU)","239.3","-251.6","64.1","-42.1","-2.8","6.8"
"O/D/U/D(MU)","3.6","-11.3","-10.0","21.5","2.6","6.4"
