"","NR","WR","SR","ER","NER","All India"
"Coal","457","1279","643","464","9","2852"
"Lignite","23","18","52","0","0","92"
"Hydro","144","33","87","39","4","307"
"Nuclear","23","31","37","0","0","91"
"Gas, Naptha & Diesel","23","40","16","0","29","108"
"RES (Wind, Solar, Biomass & Others)","68","83","150","1","0","302"
"Total","738","1484","985","504","42","3752"
