"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","135.2","-140.5","69.7","-61.5","-4.0","-1.1"
"Actual(MU)","97.4","-128.1","74.3","-43.7","-2.7","-2.7"
"O/D/U/D(MU)","-37.8","12.4","4.6","17.9","1.3","-1.6"
