"","NR","WR","SR","ER","NER"
"Schedule(MU)","118.0","-90.5","43.5","-77.5","2.9"
"Actual(MU)","88.6","-75.2","43.6","-61.2","0.2"
"O/D/U/D(MU)","-29.4","15.3","0.1","16.3","-2.7"
