"Share of RES in total generation (%)","6.54","2.62","14.54","0.38","0.08","6.01"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","29.28","8.37","38.69","12.63","27.24","21.23"
