"","NR","WR","SR","ER","NER"
"Schedule(MU)","48.0","-38.6","44.5","-63.1","7.9"
"Actual(MU)","39.8","-34.5","43.8","-57.4","9.6"
"O/D/U/D(MU)","-8.2","4.1","-0.7","5.7","1.7"
