"Share of RES in total generation (%)","6.76","10.82","36.00","0.25","0.05","13.97"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","40.50","14.35","55.66","20.09","43.73","31.80"
