"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4305","0","80.5","46.4","1.5","230"
"","Haryana","5200","0","91.4","39.4","-5.7","315"
"","Rajasthan","7589","0","152.7","69.0","-7.7","303"
"","Delhi","2926","0","53.7","36.6","-1.1","365"
"","UP","12327","0","239.4","112.0","-12.1","126"
"","Uttarakhand","1327","120","25.3","18.5","-2.9","67"
"","HP","970","0","17.8","9.5","0.5","175"
"","J&K","1590","100","33.9","27.9","-1.6","200"
"","Chandigarh","163","0","2.9","3.1","-0.2","19"
"WR","Chhattisgarh","2524","9","54.8","8.3","-3.2","63"
"","Gujarat","8525","0","194.8","15.9","3.1","689"
"","MP","8066","0","177.8","112.4","-5.7","117"
"","Maharashtra","14649","63","331.0","109.3","7.4","648"
"","Goa","336","0","6.4","6.2","-0.5","23"
"","DD","180","0","2.7","2.9","-0.2","11"
"","DNH","55","0","9.5","10.4","-0.9","24"
"","Essar steel","196","0","4.1","4.2","-0.1","51"
"SR","Andhra Pradesh","9574","0","209.9","78.9","-3.2","401"
"","Karnataka","6641","300","136.3","18.8","1.9","226"
"","Kerala","2719","450","50.5","33.2","1.5","454"
"","Tamil Nadu","8965","563","193.7","67.2","-0.8","217"
"","Pondy","221","0","4.6","5.6","-1.0","20"
"ER","Bihar","2334","0","44.3","39.2","5.0","250"
"","DVC","2280","0","51.5","-19.2","4.5","380"
"","Jharkhand","1003","0","20.1","13.5","-1.5","125"
"","Odisha","3474","0","63.5","13.9","0.8","200"
"","West Bengal","6270","0","101.6","10.9","-1.4","250"
"","Sikkim","70","0","1.4","1.6","-0.2","24"
"NER","Arunachal Pradesh","108","7","1.8","1.9","-0.1","54"
"","Assam","1132","13","18.3","14.6","-2.4","7"
"","Manipur","108","12","1.4","2.2","-0.8","4"
"","Meghalaya","234","1","4.6","3.1","0.3","56"
"","Mizoram","55","5","1.1","1.2","-0.3","16"
"","Nagaland","94","1","1.4","1.4","-0.2","18"
"","Tripura","207","3","3.3","0.6","0.2","73"
