"","NR","WR","SR","ER","NER","All India"
"Coal","420","938","384","337","10","2089"
"Lignite","13","16","43","0","0","73"
"Hydro","336","17","41","114","28","536"
"Nuclear","27","31","60","0","0","119"
"Gas, Naptha & Diesel","29","38","16","0","29","111"
"RES (Wind, Solar, Biomass & Others)","64","201","243","2","0","511"
"Total","890","1241","787","453","67","3438"
