"","NR","WR","SR","ER","NER"
"Schedule(MU)","69.5","-45.5","39.2","-72.4","9.4"
"Actual(MU)","67.4","-51.4","38.1","-69.3","10.0"
"O/D/U/D(MU)","-2.1","-5.9","-1.1","3.1","0.6"
