"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","3721","0","74.3","51.0","0.4","273"
"","Haryana","5611","0","95.6","76.1","-0.5","197"
"","Rajasthan","8786","0","193.1","61.9","2.8","329"
"","Delhi","3122","0","59.6","48.7","0.6","317"
"","UP","10302","1690","212.3","93.6","2.0","396"
"","Uttarakhand","1628","0","31.4","20.5","1.7","218"
"","HP","1319","0","24.9","16.7","-0.3","102"
"","J&K","1922","481","39.9","31.3","-2.1","192"
"","Chandigarh","175","0","3.2","3.5","0.3","16"
"WR","Chhattisgarh","3132","0","69.8","20.2","-4.0","23"
"","Gujarat","13239","0","291.6","79.9","0.2","386"
"","MP","7127","0","157.7","99.7","-1.4","150"
"","Maharashtra","18940","3","406.8","124.7","-6.7","638"
"","Goa","425","0","9.7","8.8","0.3","95"
"","DD","303","0","6.6","6.4","0.3","66"
"","DNH","724","0","15.1","16.7","-1.6","41"
"","Essar steel","547","0","11.1","10.8","0.3","186"
"SR","Andhra Pradesh","7016","0","151.5","21.6","1.4","447"
"","Telangana","6252","0","143.9","88.9","-0.6","335"
"","Karnataka","9163","600","205.5","54.2","5.0","673"
"","Kerala","3741","0","74.0","50.0","2.2","208"
"","Tamil Nadu","14236","0","305.1","138.2","4.7","851"
"","Pondy","332","0","6.8","7.2","-0.3","30"
"ER","Bihar","2875","150","57.0","53.0","1.7","470"
"","DVC","2546","0","57.0","-21.4","0.2","200"
"","Jharkhand","961","0","19.6","9.2","2.1","160"
"","Odisha","3617","0","85.6","24.1","2.4","250"
"","West Bengal","6960","31","149.2","41.4","2.6","250"
"","Sikkim","100","0","1.3","1.9","-0.6","30"
"NER","Arunachal Pradesh","106","2","1.9","1.5","0.4","43"
"","Assam","1282","73","21.3","14.9","2.2","321"
"","Manipur","143","2","2.3","2.0","0.2","25"
"","Meghalaya","301","0","5.1","4.1","-0.2","108"
"","Mizoram","78","3","1.2","1.0","0.2","22"
"","Nagaland","98","2","1.9","1.5","0.4","74"
"","Tripura","227","2","3.5","1.1","0.5","48"
