"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","103.6","-101.5","43.4","-58.6","12.2","-0.9"
"Actual(MU)","97.4","-102.9","46.3","-47.0","8.5","2.3"
"O/D/U/D(MU)","-6.2","-1.4","2.9","11.6","-3.7","3.2"
