"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.10","2.52","18.43","21.00","61.17","17.84"
"SR GRID","0.00","0.10","2.52","18.43","21.00","61.17","B. Frequency Profile (%)17.84"
