"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","37103","36844","32896","14917","2118","123878"
"Peak Shortage (MW)","2354","249","1334","558","140","4635"
"Energy Met (MU)","772","836","760","304","35","2708"
"Hydro Gen(MU)","84","54","58","20","5","221"
"Wind Gen(MU)","6","23","23","----------","----------","51"
