"","NR","WR","SR","ER","NER"
"Schedule(MU)","111.1","-94.4","45.6","-69.5","7.6"
"Actual(MU)","119.3","-100.7","42.5","-64.7","8.8"
"O/D/U/D(MU)","8.2","-6.3","-3.1","4.8","1.2"
