"","NR","WR","SR","ER","NER"
"Schedule(MU)","124.6","-81.1","38.2","-90.2","8.6"
"Actual(MU)","76.2","-63.8","41.2","-65.5","12.9"
"O/D/U/D(MU)","-48.4","17.3","3.0","24.7","4.3"
