"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","220.8","-270.5","134.0","-87.2","2.8","-0.1"
"Actual(MU)","208.7","-281.7","155.7","-88.0","5.4","0.0"
"O/D/U/D(MU)","-12.1","-11.2","21.7","-0.9","2.6","0.1"
