"","NR","WR","SR","ER","NER"
"Schedule(MU)","121.4","-97.6","35.3","-71.1","10.8"
"Actual(MU)","133.6","-104.1","42.3","-84.5","13.2"
"O/D/U/D(MU)","12.2","-6.5","7.0","-13.4","2.4"
