"","NR","WR","SR","ER","NER"
"Schedule(MU)","90.4","-62.2","39.2","-73.7","8.0"
"Actual(MU)","103.5","-82.4","40.3","-68.8","10.0"
"O/D/U/D(MU)","13.1","-20.2","1.1","4.9","2.0"
