"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","588","1184","634","430","5","2841"
"Hydro","182","36","55","52","14","340"
"Nuclear","27","18","46","0","0","91"
"Gas, Naptha & Diesel","37","56","17","0","23","133"
"RES (Wind, Solar, Biomass & Others)","44","91","112","2","0","249"
"Total","878","1385","864","484","43","3653"
