"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9109","0","199.4","123.2","-1.7","316"
"","Haryana","7611","0","159.5","113.2","-5.1","180"
"","Rajasthan","8106","0","181.4","44.7","-2.9","293"
"","Delhi","5125","5","107.7","83.4","-5.3","10"
"","UP","11705","1240","264.2","131.8","-2.2","443"
"","Uttarakhand","1723","75","36.6","19.9","-0.7","108"
"","HP","1170","0","25.2","0.5","0.8","87"
"","J&K","1558","100","28.0","16.9","0.6","282"
"","Chandigarh","271","0","5.6","5.8","-0.2","31"
"WR","Chhattisgarh","2937","65","61.0","11.6","0.8","283"
"","Gujarat","12063","40","279.5","27.1","-1.4","354"
"","MP","6375","36","135.6","74.2","0.1","382"
"","Maharashtra","18556","231","401.2","105.8","0.9","411"
"","Goa","384","2","8.5","7.0","1.2","70"
"","DD","295","1","6.5","6.4","0.1","32"
"","DNH","677","4","15.5","15.2","0.4","37"
"","Essar steel","437","2","7.9","9.7","-1.8","11"
"SR","Andhra Pradesh","5800","800","128.4","25.2","1.4","419"
"","Telangana","5226","500","120.4","68.7","1.1","287"
"","Karnataka","7775","300","165.2","28.6","0.9","268"
"","Kerala","3089","650","57.6","34.1","1.9","224"
"","Tamil Nadu","13450","0","286.0","81.9","0.5","311"
"","Pondy","337","0","7.0","7.0","0.0","30"
"ER","Bihar","2244","100","42.4","42.7","-2.4","175"
"","DVC","2618","0","62.6","-15.2","4.0","280"
"","Jharkhand","940","0","18.7","10.4","-2.3","50"
"","Odisha","3755","100","77.5","21.5","3.7","400"
"","West Bengal","7244","0","134.3","34.5","3.2","350"
"","Sikkim","85","0","1.1","1.1","0.0","23"
"NER","Arunachal Pradesh","82","10","1.2","2.0","-0.8","0"
"","Assam","1062","281","21.6","12.3","3.1","75"
"","Manipur","110","18","1.4","2.1","-0.7","21"
"","Meghalaya","247","14","3.8","0.9","-1.1","27"
"","Mizoram","72","8","1.1","1.1","-0.3","8"
"","Nagaland","111","7","1.5","1.9","-0.6","6"
"","Tripura","181","35","2.6","0.4","-0.1","35"
