"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","41375","41940","35293","15413","2030","136051"
"Peak Shortage (MW)","2158","834","1386","400","238","5016"
"Energy Met (MU)","1006","1006","844","357","34","3247"
"Hydro Gen(MU)","291","54","80","41","11","477"
"Wind Gen(MU)","13","73","79","----------","----------","165"
