"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.2","5.8","1.2","86.3","12.5"
"SR GRID","0.0","0.0","1.0","3.8","1.0","90.3","8.8"
