"","NR","WR","SR","ER","NER"
"Schedule(MU)","83.2","-101.6","45.2","-27.9","0.7"
"Actual(MU)","88.3","-115.9","48.2","-25.2","2.1"
"O/D/U/D(MU)","5.1","-14.3","3.0","2.7","1.4"
