"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","698","1249","561","384","7","2899"
"Hydro","242","46","80","123","28","518"
"Nuclear","23","26","33","0","0","82"
"Gas, Naptha & Diesel","41","57","25","0","24","147"
"RES (Wind, Solar, Biomass & Others)","59","54","225","1","0","338"
"Total","1062","1431","924","507","59","3984"
