"","NR","WR","SR","ER","NER"
"Schedule(MU)","93.1","-51.1","51.3","-101.3","6.7"
"Actual(MU)","87.5","-44.9","51.8","-95.7","0.2"
"O/D/U/D(MU)","-5.6","6.2","0.5","5.6","-6.5"
