"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.02","2.70","13.81","16.53","59.26","24.21"
"SR GRID","0.00","0.02","2.70","13.81","16.53","59.26","B. Frequency Profile (%)24.21"
