"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9324","1200","209.8","118.7","0.4","415"
"","Haryana","8705","0","191.5","124.0","-1.4","159"
"","Rajasthan","8316","0","184.5","56.2","-2.8","235"
"","Delhi","5610","3","112.4","84.8","-1.8","425"
"","UP","11357","3745","262.7","123.5","3.8","465"
"","Uttarakhand","1264","575","28.9","15.7","1.5","444"
"","HP","1137","0","18.1","0.6","-0.6","63"
"","J&K","1704","100","14.3","16.3","-2.1","169"
"","Chandigarh","296","0","6.2","5.7","0.6","71"
"WR","Chhattisgarh","2935","72","65.8","17.5","0.1","204"
"","Gujarat","10949","46","238.4","37.9","-4.1","359"
"","MP","6279","29","125.0","77.3","1.8","337"
"","Maharashtra","15969","51","345.6","91.1","-0.3","870"
"","Goa","345","0","6.9","11.5","-4.9","103"
"","DD","268","0","6.0","5.7","0.3","75"
"","DNH","646","0","15.0","14.9","0.1","12"
"","Essar steel","311","0","2.1","0.0","2.1","11"
"SR","Andhra Pradesh","5750","0","130.0","41.0","1.0","466"
"","Telangana","5204","500","115.9","66.6","4.8","439"
"","Karnataka","7316","300","147.2","8.2","0.6","467"
"","Kerala","2904","250","54.3","28.4","2.8","339"
"","Tamil Nadu","12930","0","276.0","78.8","-0.3","1015"
"","Pondy","328","0","6.4","6.3","0.1","85"
"ER","Bihar","2249","300","46.8","46.9","-0.1","380"
"","DVC","2494","0","58.3","-16.4","1.0","270"
"","Jharkhand","1002","0","20.1","13.6","-0.2","160"
"","Odisha","3608","0","71.2","27.4","2.9","290"
"","West Bengal","7195","0","142.3","37.3","1.3","350"
"","Sikkim","81","0","1.2","1.1","0.1","34"
"NER","Arunachal Pradesh","106","4","1.6","2.2","-0.6","10"
"","Assam","1115","249","24.7","15.7","3.7","177"
"","Manipur","119","1","1.6","2.5","-0.9","28"
"","Meghalaya","263","16","4.3","0.5","-0.3","68"
"","Mizoram","74","1","1.2","1.3","-0.4","10"
"","Nagaland","103","12","1.6","1.6","-0.2","25"
"","Tripura","206","16","3.0","1.8","-0.7","29"
