"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0","0","0.6","2.4","0.6","94.3","5.1"
"SR GRID","0","0.1","12.4","34.1","12.5","85.4","2.1"
