"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","142.3","-121.4","47.5","-76.9","4.9","-3.6"
"Actual(MU)","141.9","-120.6","55.1","-83.0","2.8","-3.8"
"O/D/U/D(MU)","-0.4","0.7","7.6","-6.0","-2.1","-0.2"
