"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4449","0","87.9","27.0","2.7","267"
"","Haryana","4983","0","102.7","36.5","0.9","356"
"","Rajasthan","8373","0","173.0","70.2","-0.8","296"
"","Delhi","2952","0","56.1","40.1","1.0","289"
"","UP","8808","1430","199.2","78.7","-2.0","333"
"","Uttarakhand","1590","75","30.2","18.8","1.4","200"
"","HP","1297","0","24.0","17.1","0.0","67"
"","J&K","1861","100","38.2","27.9","3.3","309"
"","Chandigarh","181","0","3.2","3.0","0.2","29"
"WR","Chhattisgarh","2637","7","53.9","9.0","-3.9","149"
"","Gujarat","11135","0","237.5","21.4","0.3","350"
"","MP","8911","0","183.4","109.3","-8.5","255"
"","Maharashtra","16335","505","350.8","111.5","0.3","374"
"","Goa","407","0","7.3","7.1","-0.5","51"
"","DD","241","0","5.7","5.7","0.0","20"
"","DNH","633","0","14.8","14.7","0.1","62"
"","Essar steel","330","0","6.0","6.6","-0.4","51"
"SR","Andhra Pradesh","10205","0","238.2","81.0","2.7","395"
"","Karnataka","8082","300","166.4","21.1","1.1","319"
"","Kerala","2999","250","58.1","31.9","0.7","384"
"","Tamil Nadu","9355","1109","213.9","66.2","2.4","321"
"","Pondy","268","0","4.9","5.5","-0.6","39"
"ER","Bihar","2066","200","41.8","37.8","1.5","280"
"","DVC","2457","100","53.7","-21.7","0.6","230"
"","Jharkhand","1019","0","21.0","11.9","-2.3","30"
"","Odisha","3288","0","66.6","7.2","1.9","240"
"","West Bengal","5874","4","96.5","11.8","3.5","430"
"","Sikkim","101","0","1.3","1.3","0.0","25"
"NER","Arunachal Pradesh","113","2","1.6","1.2","0.4","62"
"","Assam","1065","70","18.4","11.8","1.4","119"
"","Manipur","112","3","1.7","1.5","0.2","28"
"","Meghalaya","265","5","5.3","2.9","0.7","70"
"","Mizoram","61","3","1.2","0.9","0.1","30"
"","Nagaland","89","3","1.4","1.1","0.1","28"
"","Tripura","187","9","3.4","0.1","0.6","63"
