"","NR","WR","SR","ER","NER","All India"
"Coal","522","1207","490","419","13","2651"
"Lignite","19","14","44","0","0","77"
"Hydro","108","40","83","32","8","271"
"Nuclear","29","28","40","0","0","97"
"Gas, Naptha & Diesel","23","36","18","0","21","99"
"RES (Wind, Solar, Biomass & Others)","59","69","161","1","0","289"
"Total","760","1394","835","452","43","3484"
