"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5748","0","112.6","57.4","-1.4","12","0.0"
"","Haryana","6531","0","120.2","74.9","0.1","202","0.0"
"","Rajasthan","12950","79","239.0","75.5","-0.8","430","0.0"
"","Delhi","4282","0","74.7","63.4","-0.2","324","0.0"
"","UP","14413","0","269.2","103.8","-2.4","620","0.0"
"","Uttarakhand","2153","0","40.1","23.5","-0.6","81","0.0"
"","HP","1608","0","27.9","23.3","-0.6","137","0.0"
"","J&K(UT) and Ladakh(UT)","2696","674","51.9","45.8","0.6","449","12.3"
"","Chandigarh","278","0","4.7","4.5","0.3","38","0.0"
"WR","Chhattisgarh","3597","0","74.2","20.4","-1.3","311","0.0"
"","Gujarat","15183","0","320.9","92.2","-0.5","747","0.0"
"","MP","12574","0","227.7","119.5","-3.4","834","0.0"
"","Maharashtra","21599","0","436.9","145.7","-1.9","494","0.0"
"","Goa","493","0","10.4","10.1","-0.3","37","0.0"
"","DD","326","0","7.3","6.8","0.5","61","0.0"
"","DNH","803","0","18.9","18.9","0.0","55","0.0"
"","Essar steel","298","0","5.9","6.3","-0.4","240","0.0"
"SR","Andhra Pradesh","7990","0","166.8","62.1","-0.8","245","0.0"
"","Telangana","10744","0","209.4","112.8","0.4","462","0.0"
"","Karnataka","11803","0","216.7","57.4","-0.5","569","0.0"
"","Kerala","3335","0","66.7","55.0","1.2","185","0.0"
"","Tamil Nadu","14372","0","298.3","155.8","0.5","440","0.0"
"","Pondy","327","0","6.9","7.3","-0.4","27","0.0"
"ER","Bihar","4457","0","79.5","77.9","0.2","217","0.0"
"","DVC","3142","0","63.6","-29.2","-0.6","205","0.0"
"","Jharkhand","1333","0","25.6","16.7","-0.3","130","0.0"
"","Odisha","3533","0","64.6","3.1","0.3","210","0.0"
"","West Bengal","5533","0","106.8","26.5","-0.2","250","0.0"
"","Sikkim","149","0","2.1","2.0","0.2","57","0.0"
"NER","Arunachal Pradesh","114","2","2.1","1.9","0.2","23","0.0"
"","Assam","1312","16","22.0","19.2","0.3","99","0.2"
"","Manipur","201","2","2.6","3.1","-0.5","14","0.0"
"","Meghalaya","372","0","6.5","3.1","0.8","79","0.5"
"","Mizoram","100","0","1.8","1.4","0.1","26","0.0"
"","Nagaland","128","1","2.2","2.1","-0.2","22","0.0"
"","Tripura","217","0","3.9","2.5","0.8","62","0.0"
