"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","33511","36893","30402","14438","1673","116917"
"Peak Shortage (MW)","300","575","2840","100","271","4086"
"Energy Met (MU)","819","869","721","327","29","2764"
"Hydro Gen(MU)","211","32","43","49","11","346"
"Wind Gen(MU)","8","39","67","----------","----------","114"
