"","NR","WR","SR","ER","NER"
"Schedule(MU)","119.7","-54.6","21.6","-93.8","6.1"
"Actual(MU)","103.2","-58.8","20.9","-76.7","6.7"
"O/D/U/D(MU)","-16.5","-4.2","-0.7","17.1","0.6"
