"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","202.9","-184.0","99.6","-117.5","-0.8","0.1"
"Actual(MU)","197.0","-192.6","110.6","-116.3","-0.3","-1.5"
"O/D/U/D(MU)","-5.9","-8.5","11.0","1.3","0.6","-1.6"
