"Share of RES in total generation (%)","7.11","4.77","14.98","0.38","0.11","7.04"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","31.04","9.96","34.39","11.04","24.43","20.68"
