"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","2.20","12.40","29.40","44.00","50.00","6.00"
"SR GRID","0.00","2.20","12.40","29.40","44.00","50.00","B. Frequency Profile (%)6.00"
